C+ID,CONJUNTO,STATUS,ASESOR,FECHA,GÉNERO,EDAD,PAÍS,CIUDAD,PROFESIÓN,OCUPACIÓN,ESTADO CIVIL,INGRESOS MENSUALES,CANALES
XLI21,XL,VENDIDO,JANIER VERA,7/9/2024,MUJER,47,COLOMBIA,YUMBO,CONTADORA,EMPLEAD@,SOLTER@,$4.000.000,LOS VI EN REDES
XLI22,XL,VENDIDO,VALERIA YEPES,24/9/2024,MUJER,45,COLOMBIA,JAMUNDÍ,DOCENTE,EMPLEAD@,SOLTER@,$4.000.000,LOS VI EN REDES
XLI23,XL,DISPONIBLE,, ,,,,,,,,,
XLI24,XL,VENDIDO,LAURA DANIELA GALLO,12/8/2025,MUJER,30,COLOMBIA,TIMBA,INDEPENDIENTE,INDEPENDIENTE,UNIÓN LIBRE,"$3,500,000",REFERIDO
XLI25,XL,DISPONIBLE,, ,,,,,,,,,
XLI26,XL,DISPONIBLE,, ,,,,,,,,,
XLJ1,XL,DISPONIBLE,, ,,,,,,,,,
XLJ2,XL,VENDIDO,JANIER VERA,17/8/2024,HOMBRE,29,COLOMBIA,JAMUNDÍ,MAESTRO,EMPLEAD@,SOLTER@,$3.000.000,SOY REFERIDO
XLJ3,XL,VENDIDO,JANIER VERA,27/8/2024,HOMBRE,51,COLOMBIA,JAMUNDÍ,CONDUCTOR,EMPLEAD@,SOLTER@,$3.000.000,SOY REFERIDO
XLJ4,XL,VENDIDO,JANIER VERA,28/8/2024,MUJER,31,COLOMBIA,JAMUNDÍ,DOCENTE,EMPLEAD@,SOLTER@,$3.000.000,SOY REFERIDO
XLJ5,XL,DISPONIBLE,, ,,,,,,,,,
XLJ6,XL,DISPONIBLE,, ,,,,,,,,,
XLJ7,XL,DISPONIBLE,, ,,,,,,,,,
XLJ8,XL,VENDIDO,VALERIA YEPES,30/8/2024,MUJER,32,COLOMBIA,CALI,,INDEPENDIENTE,SOLTER@,$3.000.000,LOS VI EN REDES
XLJ9,XL,DISPONIBLE,,,,,,,,,,,
XLJ10,XL,VENDIDO,ISABEL ARBOLEDA,2/12/2024,MUJER,29,COLOMBIA,CALI,ADMINISTRATIVA,EMPLEAD@,SOLTER@,$2.500.000,LOS VI EN REDES
XLJ11,XL,VENDIDO,GABRIELA RODRIGUEZ,16/1/2025,MUJER,26,COLOMBIA,JAMUNDÍ,TOPOGRAFA,EMPLEAD@,SOLTER@,$5.000.000,SOY REFERIDO
XLJ12,XL,VENDIDO,LAURA DANIELA GALLO,26/3/2025,MUJER,35,COLOMBIA,CALI,COMERCIANTE,EMPLEAD@,UNIÓN LIBRE,"$3,500,000",LOS VI EN REDES
XLJ13,XL,VENDIDO,JANIER VERA,4/7/2024,HOMBRE,35,COLOMBIA,CALI,ADMINISTRADOR DE EMPRESAS,EMPLEAD@,SOLTER@,$3.500.000,PASÉ Y ENTRÉ
XLJ14,XL,DISPONIBLE,, ,,,,,,,,,
XLJ15,XL,VENDIDO,JANIER VERA,2/8/2024,MUJER,32,COLOMBIA,JAMUNDÍ,ABOGADA,INDEPENDIENTE,UNIÓN LIBRE,$4.000.000,SOY REFERIDO
XLJ16,XL,VENDIDO,JANIER VERA,2/8/2024,MUJER,32,COLOMBIA,JAMUNDÍ,ABOGADA,INDEPENDIENTE,UNIÓN LIBRE,$4.000.000,SOY REFERIDO
XLJ17,XL,VENDIDO,DACION,1/4/2024,,,,,,,,,
XLJ18,XL,VENDIDO,ISABEL ARBOLEDA,16/9/2024,MUJER,30,COLOMBIA,CALI,CONTADORA,EMPLEAD@,SOLTER@,$3.500.000,LOS VI EN REDES
XLJ19,XL,DISPONIBLE,, ,,,,,,,,,
XLJ20,XL,DISPONIBLE,, ,,,,,,,,,
XLJ21,XL,VENDIDO,GABRIELA RODRIGUEZ,4/7/2025,MUJER,31,COLOMBIA,CALI,ENFERMERA,EMPLEAD@,UNIÓN LIBRE,$5.000.000,PASÉ Y ENTRÉ
XLJ22,XL,VENDIDO,LAURA DANIELA GALLO,28/5/2025,HOMBRE,38,INGLATERRA,LONDRES,INDEPENDIENTE,INDEPENDIENTE,UNIÓN LIBRE,"$3,500,000",REFERIDO
XLJ23,XL,VENDIDO,LAURA DANIELA GALLO,28/5/2025,MUJER,45,INGLATERRA,LONDRES,INDEPENDIENTE,INDEPENDIENTE,SOLTER@,"$3,500,000",LOS VI EN REDES
XLJ24,XL,VENDIDO,LAURA DANIELA GALLO,4/7/2025,MUJER,36,COLOMBIA,CALI,COMERCIANTE,EMPLEAD@,SOLTER@,"$3,500,000",LOS VI EN REDES
XLJ25,XL,VENDIDO,LAURA DANIELA GALLO,26/3/2025,MUJER,35,COLOMBIA,CALI,COMERCIANTE,EMPLEAD@,SOLTER@,"$3,500,000",LOS VI EN REDES
XLJ26,XL,DISPONIBLE,, ,,,,,,,,,
XLK1,XL,DISPONIBLE,, ,,,,,,,,,
XLK2,XL,VENDIDO,ISABEL ARBOLEDA,30/8/2024,HOMBRE,41,COLOMBIA,CALI,,INDEPENDIENTE,SOLTER@,$4.000.000,"LOS VI EN REDES, PERO NO ESCRIBÍ"
XLK3,XL,VENDIDO,GABRIELA RODRIGUEZ,18/5/2025,HOMBRE,,COLOMBIA,,,INDEPENDIENTE,SOLTER@,$4.000.000,"LOS VI EN REDES, PERO NO ESCRIBÍ"
XLK4,XL,VENDIDO,LAURA DANIELA GALLO,1/7/2025,HOMBRE,26,COLOMBIA,SUAREZ,ABOGADO,EMPLEAD@,CASAD@,"$3,500,000",LOS VI EN REDES
XLK5,XL,DISPONIBLE,, ,,,,,,,,,
XLK6,XL,DISPONIBLE,, ,,,,,,,,,
XLK7,XL,DISPONIBLE,, ,,,,,,,,,
XLK8,XL,VENDIDO,JULIANA GIRONZA,30/12/2024,HOMBRE,27,COLOMBIA,CALI,PSICÓLOGA,INDEPENDIENTE,CASAD@,$5.000.000,LOS VI EN REDES
XLK9,XL,DISPONIBLE,, ,,,,,,,,,
XLK10,XL,DISPONIBLE,, ,,,,,,,,,
XLK11,XL,DISPONIBLE,, ,,,,,,,,,
XLK12,XL,DISPONIBLE,, ,,,,,,,,,
XLK13,XL,DISPONIBLE,, ,,,,,,,,,
XLK14,XL,VENDIDO,GABRIELA RODRIGUEZ,31/5/2025,MUJER,39,COLOMBIA,CALI,,INDEPENDIENTE,CASAD@,$3.500.000,LOS VI EN REDES
XLK15,XL,VENDIDO,ISABEL ARBOLEDA,16/9/2024,MUJER,42,COLOMBIA,CALI,ARQUITECTA,INDEPENDIENTE,SOLTER@,$4.000.000,SOY REFERIDO
XLK16,XL,VENDIDO,ISABEL ARBOLEDA,19/9/2024,MUJER,,COLOMBIA,,,,,,
XLK17,XL,VENDIDO,BM (ENDO),1/4/2024,,,,,,,,,
XLK18,XL,DISPONIBLE,, ,,,,,,,,,
XLK19,XL,DISPONIBLE,, ,,,,,,,,,
XLK20,XL,DISPONIBLE,, ,,,,,,,,,
XLK21,XL,DISPONIBLE,, ,,,,,,,,,
XLK22,XL,DISPONIBLE,, ,,,,,,,,,
XLK23,XL,DISPONIBLE,, ,,,,,,,,,
XLK24,XL,DISPONIBLE,, ,,,,,,,,,
XLL1,XL,VENDIDO,BM (CARLOS),1/4/2024,,,,,,,,,
XLL2,XL,VENDIDO,BM (ENDO),1/4/2024,,,,,,,,,
XLL3,XL,VENDIDO,BM (ENDO),1/4/2024,,,,,,,,,
XLL4,XL,VENDIDO,BM (ENDO),1/4/2024,,,,,,,,,
XLL5,XL,VENDIDO,BM (CARLOS),1/4/2024,,,,,,,,,
XLL6,XL,VENDIDO,BM (CARLOS),1/4/2024,,,,,,,,,
XLL7,XL,VENDIDO,JANIER VERA,7/7/2024,MUJER,31,COLOMBIA,CANDELARIA,INGENIERA INDUSTRIAL,EMPLEAD@,SOLTER@,$4.000.000,LOS VI EN REDES
XLL8,XL,VENDIDO,ISABEL ARBOLEDA,5/8/2024,HOMBRE,29,ESPAÑA,,,,,,
XLL9,XL,VENDIDO,BM (CARLOS),1/4/2024,,,,,,,,,
XLL10,XL,VENDIDO,JANIER VERA,13/8/2024,HOMBRE,38,COLOMBIA,CALI,,INDEPENDIENTE,CASAD@,$4.000.000,PASÉ Y ENTRÉ
XLL11,XL,DISPONIBLE,, ,,,,,,,,,
XLM1,XL,DISPONIBLE,, ,,,,,,,,,
XLM2,XL,DISPONIBLE,, ,,,,,,,,,
XLM3,XL,DISPONIBLE,, ,,,,,,,,,
XLM4,XL,DISPONIBLE,, ,,,,,,,,,
XLM5,XL,DISPONIBLE,, ,,,,,,,,,
XLM6,XL,DISPONIBLE,, ,,,,,,,,,
XLM7,XL,DISPONIBLE,, ,,,,,,,,,
XLM8,XL,DISPONIBLE,, ,,,,,,,,,
XLM9,XL,DISPONIBLE,, ,,,,,,,,,
XLM10,XL,DISPONIBLE,, ,,,,,,,,,
XLM11,XL,DISPONIBLE,, ,,,,,,,,,
XLM12,XL,VENDIDO,GABRIELA RODRIGUEZ,27/9/2024,HOMBRE,45,COLOMBIA,JAMUNDÍ,COMERCIANTE,INDEPENDIENTE,UNIÓN LIBRE,$3.500.000,LOS VI EN REDES
XLM13,XL,VENDIDO,INNVERTO,28/9/2024,HOMBRE,36,COLOMBIA,CALI,,INDEPENDIENTE,SOLTER@,$3.000.000,LOS VI EN REDES
XLM14,XL,VENDIDO,GABRIELA RODRIGUEZ,19/6/2025,HOMBRE,46,COLOMBIA,CALI,COMERCIANTE,INDEPENDIENTE,UNIÓN LIBRE,$4.000.000,SOY REFERIDO
XLM15,XL,VENDIDO,VALERIA YEPES,19/6/2024,HOMBRE,39,COLOMBIA,CALI,,EMPLEAD@,CASAD@,$3.000.000,SOY REFERIDO
XLM16,XL,DISPONIBLE,, ,,,,,,,,,
XLM17,XL,DISPONIBLE,, ,,,,,,,,,
XLM18,XL,DISPONIBLE,, ,,,,,,,,,
XLM19,XL,VENDIDO,LAURA DANIELA GALLO,10/4/2025,MUJER,38,COLOMBIA,CALI,PSICOLOGA,EMPLEAD@,UNIÓN LIBRE,"$3,800,000",REFERIDO
XLM20,XL,DISPONIBLE,, ,,,,,,,,,
XLN1,XL,VENDIDO,ISABEL ARBOLEDA,15/10/2024,MUJER,51,COLOMBIA,CALI,DOCENTE,EMPLEAD@,SOLTER@,$6.000.000,"LOS VI EN REDES, PERO NO ESCRIBÍ"
XLN2,XL,VENDIDO,GABRIELA RODRIGUEZ,23/9/2024,MUJER,31,COLOMBIA,JAMUNDÍ,DOCENTE,INDEPENDIENTE,UNIÓN LIBRE,$3.000.000,LOS VI EN REDES
XLN3,XL,VENDIDO,GABRIELA RODRIGUEZ,17/12/2024,MUJER,47,COLOMBIA,CALI,DOCENTE,EMPLEAD@,UNIÓN LIBRE,$4.000.000,PASÉ Y ENTRÉ
XLN4,XL,VENDIDO,GABRIELA RODRIGUEZ,19/6/2025,HOMBRE,46,COLOMBIA,CALI,COMERCIANTE,INDEPENDIENTE,UNIÓN LIBRE,$4.000.000,SOY REFERIDO
XLN5,XL,VENDIDO,INNVERTO,1/10/2024,HOMBRE,39,COLOMBIA,CALI,ADMINISTRADOR PÚBLICO,EMPLEAD@,SOLTER@,$5.000.000,LOS VI EN REDES
XLN6,XL,DISPONIBLE,, ,,,,,,,,,
XLN7,XL,DISPONIBLE,, ,,,,,,,,,
XLN8,XL,VENDIDO,GABRIELA RODRIGUEZ,2/8/2025,MUJER,27,COLOMBIA,CALI,ADMINISTRATIVA,EMPLEAD@,SOLTER@,$2.500.000,LOS VI EN REDES
XLN9,XL,DISPONIBLE,, ,,,,,,,,,
XLN10,XL,DISPONIBLE,, ,,,,,,,,,
XLN11,XL,DISPONIBLE,, ,,,,,,,,,
XLN12,XL,DISPONIBLE,, ,,,,,,,,,
XLN13,XL,DISPONIBLE,, ,,,,,,,,,
XLN14,XL,DISPONIBLE,, ,,,,,,,,,
XLN15,XL,DISPONIBLE,, ,,,,,,,,,
XLN16,XL,DISPONIBLE,, ,,,,,,,,,
XLN17,XL,VENDIDO,JANIER VERA,26/6/2024,HOMBRE,42,COLOMBIA,CALI,,INDEPENDIENTE,CASAD@,$4.000.000,SOY REFERIDO
XLN18,XL,DISPONIBLE,, ,,,,,,,,,
XLO1,XL,DISPONIBLE,, ,,,,,,,,,
XLO2,XL,DISPONIBLE,, ,,,,,,,,,
XLO3,XL,DISPONIBLE,, ,,,,,,,,,
XLO4,XL,DISPONIBLE,, ,,,,,,,,,
XLO5,XL,DISPONIBLE,, ,,,,,,,,,
XLO6,XL,DISPONIBLE,, ,,,,,,,,,
XLO7,XL,DISPONIBLE,, ,,,,,,,,,
XLO8,XL,DISPONIBLE,, ,,,,,,,,,
XLO9,XL,DISPONIBLE,, ,,,,,,,,,
XLO10,XL,DISPONIBLE,, ,,,,,,,,,
XLO11,XL,DISPONIBLE,, ,,,,,,,,,
XLO12,XL,DISPONIBLE,, ,,,,,,,,,
XLO13,XL,DISPONIBLE,, ,,,,,,,,,
XLO14,XL,DISPONIBLE,, ,,,,,,,,,
XLO15,XL,DISPONIBLE,, ,,,,,,,,,
XLO16,XL,DISPONIBLE,, ,,,,,,,,,
XLP1,XL,DISPONIBLE,, ,,,,,,,,,
XLP2,XL,DISPONIBLE,, ,,,,,,,,,
XLP3,XL,DISPONIBLE,, ,,,,,,,,,
XLP4,XL,DISPONIBLE,, ,,,,,,,,,
XLP5,XL,DISPONIBLE,, ,,,,,,,,,
XLP6,XL,DISPONIBLE,, ,,,,,,,,,
XLP7,XL,DISPONIBLE,, ,,,,,,,,,
XLP8,XL,DISPONIBLE,, ,,,,,,,,,
XLP9,XL,DISPONIBLE,, ,,,,,,,,,
XLP10,XL,DISPONIBLE,, ,,,,,,,,,
XLP11,XL,DISPONIBLE,, ,,,,,,,,,
XLP12,XL,VENDIDO,JANIER VERA,14/6/2024,HOMBRE,34,COLOMBIA,JAMUNDÍ,ENTRENADOR DE TENIS,EMPLEAD@,UNIÓN LIBRE,$3.000.000,PASÉ Y ENTRÉ
XLP13,XL,DISPONIBLE,, ,,,,,,,,,
XLP14,XL,DISPONIBLE,, ,,,,,,,,,
XLQ1,XL,DISPONIBLE,, ,,,,,,,,,
XLQ2,XL,DISPONIBLE,, ,,,,,,,,,
XLQ3,XL,DISPONIBLE,, ,,,,,,,,,
